yourlist:M202108196320BA52A5CE8FCD097CB85A53697A3513E9A1H	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology IDs	Gene ontology (GO)
F5UM86	F5UM86	F5UM86_9CYAN	unreviewed	Microcompartments protein	MicvaDRAFT_0633	Microcoleus vaginatus FGP-2	103	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
F5UMC9	F5UMC9	F5UMC9_9CYAN	unreviewed	30S ribosomal protein S9	rpsI rps9 MicvaDRAFT_0544	Microcoleus vaginatus FGP-2	137	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
F5UN57	F5UN57	F5UN57_9CYAN	unreviewed	Transcriptional regulator AbrB	MicvaDRAFT_2978	Microcoleus vaginatus FGP-2	130	GO:0003677	DNA binding [GO:0003677]
F5UP33	F5UP33	F5UP33_9CYAN	unreviewed	Photosystem II CP47 reaction center protein (PSII 47 kDa protein) (Protein CP-47)	psbB MicvaDRAFT_0310	Microcoleus vaginatus FGP-2	509	GO:0009523; GO:0009772; GO:0016021; GO:0016168; GO:0018298; GO:0031676; GO:0045156	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; photosynthetic electron transport in photosystem II [GO:0009772]; protein-chromophore linkage [GO:0018298]
F8V1W1	F8V1W1	F8V1W1_STIJA	unreviewed	Heat shock cognate 70	hsc70	Stichopus japonicus (Sea cucumber)	669	GO:0005524; GO:0016887	ATP binding [GO:0005524]; ATPase activity [GO:0016887]
G2XYV3	G2XYV3	G2XYV3_BOTF4	unreviewed	2-phosphoglycerate dehydratase (EC 4.2.1.11) (Enolase)	BofuT4_P046580.1	Botryotinia fuckeliana (strain T4) (Noble rot fungus) (Botrytis cinerea)	438	GO:0000015; GO:0000287; GO:0004634; GO:0006096	phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
G5J2H5	G5J2H5	G5J2H5_CROWT	unreviewed	Elongation factor Tu (EF-Tu)	tuf CWATWH0003_1710	Crocosphaera watsonii WH 0003	409	GO:0003746; GO:0003924; GO:0005525; GO:0005737	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]
G5JCS8	G5JCS8	G5JCS8_CROWT	unreviewed	Global nitrogen regulatory protein	CWATWH0003_5228	Crocosphaera watsonii WH 0003	225	GO:0003677; GO:0003700	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
G6FN75	G6FN75	G6FN75_9CYAN	unreviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL FJSC11DRAFT_0322	Fischerella thermalis	432	GO:0005737; GO:0006782; GO:0008483; GO:0030170; GO:0042286	cytoplasm [GO:0005737]; glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; protoporphyrinogen IX biosynthetic process [GO:0006782]
G6FPZ3	G6FPZ3	G6FPZ3_9CYAN	unreviewed	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK FJSC11DRAFT_0940	Fischerella thermalis	624	GO:0005524; GO:0006457; GO:0016887; GO:0051082	ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]
G6FQP9	G6FQP9	G6FQP9_9CYAN	unreviewed	30S ribosomal protein S11	rpsK rps11 FJSC11DRAFT_1196	Fischerella thermalis	131	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
G6FR80	G6FR80	G6FR80_9CYAN	unreviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi FJSC11DRAFT_1377	Fischerella thermalis	529	GO:0004347; GO:0005737; GO:0006094; GO:0006096	cytoplasm [GO:0005737]; glucose-6-phosphate isomerase activity [GO:0004347]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]
G6FTS0	G6FTS0	G6FTS0_9CYAN	unreviewed	DNA-directed RNA polymerase subunit gamma (RNAP subunit gamma) (EC 2.7.7.6) (RNA polymerase subunit gamma) (Transcriptase subunit gamma)	rpoC1 FJSC11DRAFT_2267	Fischerella thermalis	625	GO:0000287; GO:0003677; GO:0003899; GO:0006351; GO:0008270	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]
G6FV46	G6FV46	G6FV46_9CYAN	unreviewed	Adenosylhomocysteinase (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	ahcY FJSC11DRAFT_2743	Fischerella thermalis	425	GO:0004013; GO:0005737; GO:0006730	cytoplasm [GO:0005737]; adenosylhomocysteinase activity [GO:0004013]; one-carbon metabolic process [GO:0006730]
G6FXP5	G6FXP5	G6FXP5_9CYAN	unreviewed	Two component transcriptional regulator, winged helix family	FJSC11DRAFT_3644	Fischerella thermalis	242	GO:0000160; GO:0003677; GO:0006355	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]
G6FXW1	G6FXW1	G6FXW1_9CYAN	unreviewed	Photosystem II D2 protein (PSII D2 protein) (EC 1.10.3.9) (Photosystem Q(A) protein)	psbD FJSC11DRAFT_3710	Fischerella thermalis	351	GO:0005506; GO:0009523; GO:0009772; GO:0010242; GO:0016021; GO:0016168; GO:0018298; GO:0031676; GO:0045156	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; iron ion binding [GO:0005506]; oxygen evolving activity [GO:0010242]; photosynthetic electron transport in photosystem II [GO:0009772]; protein-chromophore linkage [GO:0018298]
G8XX11	G8XX11	G8XX11_9CYAN	unreviewed	Phycocyanin subunit A (Fragment)	cpcA	Cylindrospermopsis raciborskii CHAB151	90	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
G8XX51	G8XX51	G8XX51_9CYAN	unreviewed	Phycocyanin subunit A (Fragment)	cpcA	Raphidiopsis curvata CHAB341	90	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
H1BC91	H1BC91	H1BC91_9FIRM	unreviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD HMPREF0981_02824	Erysipelotrichaceae bacterium 6_1_45	466	GO:0005524; GO:0005886; GO:0045261; GO:0046933; GO:0046961	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
H1VCR5	H1VCR5	H1VCR5_COLHI	unreviewed	ATP synthase subunit alpha	CH063_09220 CH63R_11364	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	555	GO:0005524; GO:0045261; GO:0046933	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
H1WKK3	H1WKK3	H1WKK3_9CYAN	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL ARTHRO_760032	Limnospira indica PCC 8005	545	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
I4H4C4	I4H4C4	I4H4C4_MICAE	unreviewed	Translation initiation factor IF-1	infA MICAF_2300022	Microcystis aeruginosa PCC 9807	76	GO:0003743; GO:0005737; GO:0019843; GO:0043022	cytoplasm [GO:0005737]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; translation initiation factor activity [GO:0003743]
I4H734	I4H734	I4H734_MICAE	unreviewed	Fructose-1,6-bisphosphate aldolase (FBP aldolase) (EC 4.1.2.13)	cbbA MICAF_3260001	Microcystis aeruginosa PCC 9807	359	GO:0004332; GO:0006096; GO:0008270	fructose-bisphosphate aldolase activity [GO:0004332]; zinc ion binding [GO:0008270]; glycolytic process [GO:0006096]
I4HMM0	I4HMM0	I4HMM0_MICAE	unreviewed	Translation initiation factor IF-1	infA MICAG_200037	Microcystis aeruginosa PCC 9808	76	GO:0003743; GO:0005737; GO:0019843; GO:0043022	cytoplasm [GO:0005737]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; translation initiation factor activity [GO:0003743]
I4I2H6	I4I2H6	I4I2H6_MICAE	unreviewed	Fructose-1,6-bisphosphate aldolase (FBP aldolase) (EC 4.1.2.13)	cbbA MICAG_490010	Microcystis aeruginosa PCC 9808	359	GO:0004332; GO:0006096; GO:0008270	fructose-bisphosphate aldolase activity [GO:0004332]; zinc ion binding [GO:0008270]; glycolytic process [GO:0006096]
I4I9W3	I4I9W3	I4I9W3_9CHRO	unreviewed	Global nitrogen regulator	ntcA MICAI_1660002	Microcystis sp. T1-4	225	GO:0003677; GO:0003700	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
J0U158	J0U158	J0U158_9BURK	unreviewed	Superoxide dismutase (EC 1.15.1.1)	PMI14_05472	Acidovorax sp. CF316	193	GO:0004784; GO:0046872	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]
K0HTW4	K0HTW4	K0HTW4_9BURK	unreviewed	OmpA/MotB	C380_13585	Acidovorax sp. KKS102	214	GO:0016021	integral component of membrane [GO:0016021]
K1VSN7	K1VSN7	K1VSN7_ARTPT	unreviewed	Carbohydrate-selective porin OprB	SPLC1_S410720	Arthrospira platensis C1	622	GO:0008643; GO:0015288; GO:0016021	integral component of membrane [GO:0016021]; porin activity [GO:0015288]; carbohydrate transport [GO:0008643]
K1WLU1	K1WLU1	K1WLU1_ARTPT	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL SPLC1_S170420	Arthrospira platensis C1	545	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
K1X6T8	K1X6T8	K1X6T8_ARTPT	unreviewed	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp SPLC1_S230610	Arthrospira platensis C1	720	GO:0000287; GO:0003723; GO:0004654; GO:0005737; GO:0006396; GO:0006402	cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]
K7W689	K7W689	K7W689_9NOST	unreviewed	Carbon dioxide concentrating mechanism protein	ccmK ANA_C12558	Anabaena sp. 90	114	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
K8GIW2	K8GIW2	K8GIW2_9CYAN	unreviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA OsccyDRAFT_3394	Leptolyngbyaceae cyanobacterium JSC-12	505	GO:0005524; GO:0031676; GO:0045261; GO:0046933; GO:0046961	plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
K8GJV6	K8GJV6	K8GJV6_9CYAN	unreviewed	30S ribosomal protein S13	rpsM rps13 OsccyDRAFT_3418	Leptolyngbyaceae cyanobacterium JSC-12	127	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
K9AMU9	K9AMU9	K9AMU9_9MICO	unreviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES C272_04185	Brevibacterium casei S18	97	GO:0005524; GO:0005737; GO:0006457; GO:0016887	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding [GO:0006457]
K9EL55	K9EL55	K9EL55_9CYAN	unreviewed	Uncharacterized protein	Lepto7375DRAFT_0114	Leptolyngbya sp. PCC 7375	134		
K9ESB6	K9ESB6	K9ESB6_9CYAN	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL Lepto7375DRAFT_1541	Leptolyngbya sp. PCC 7375	538	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
K9EZI3	K9EZI3	K9EZI3_9CYAN	unreviewed	Ribosomal protein S1	Lepto7375DRAFT_4271	Leptolyngbya sp. PCC 7375	340	GO:0003676; GO:0005840	ribosome [GO:0005840]; nucleic acid binding [GO:0003676]
K9PE03	K9PE03	K9PE03_9CYAN	unreviewed	Transport-associated protein	Cal7507_0283	Calothrix sp. PCC 7507	123		
K9QNN4	K9QNN4	K9QNN4_NOSS7	unreviewed	Hemerythrin domain-containing protein	Nos7524_0485	Nostoc sp. (strain ATCC 29411 / PCC 7524)	351		
K9RJ43	K9RJ43	K9RJ43_9CYAN	unreviewed	Secreted/surface protein with fasciclin-like repeats	Riv7116_5095	Rivularia sp. PCC 7116	133		
K9RNQ0	K9RNQ0	K9RNQ0_SYNP3	unreviewed	Uncharacterized protein	Syn6312_0347	Synechococcus sp. (strain ATCC 27167 / PCC 6312)	117		
K9RR65	K9RR65	K9RR65_SYNP3	unreviewed	Elongation factor Tu (EF-Tu)	tuf Syn6312_1238	Synechococcus sp. (strain ATCC 27167 / PCC 6312)	409	GO:0003746; GO:0003924; GO:0005525; GO:0005737	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]
K9RYI3	K9RYI3	K9RYI3_SYNP3	unreviewed	Photosystem II CP47 reaction center protein (PSII 47 kDa protein) (Protein CP-47)	psbB Syn6312_3070	Synechococcus sp. (strain ATCC 27167 / PCC 6312)	510	GO:0009523; GO:0009772; GO:0016021; GO:0016168; GO:0018298; GO:0031676; GO:0045156	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; chlorophyll binding [GO:0016168]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; photosynthetic electron transport in photosystem II [GO:0009772]; protein-chromophore linkage [GO:0018298]
K9S568	K9S568	K9S568_9CYAN	unreviewed	Translation initiation factor IF-1	infA GEI7407_0802	Geitlerinema sp. PCC 7407	74	GO:0003743; GO:0005737; GO:0019843; GO:0043022	cytoplasm [GO:0005737]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; translation initiation factor activity [GO:0003743]
K9S662	K9S662	K9S662_9CYAN	unreviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL GEI7407_1626	Geitlerinema sp. PCC 7407	441	GO:0005737; GO:0006782; GO:0008483; GO:0030170; GO:0042286	cytoplasm [GO:0005737]; glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; protoporphyrinogen IX biosynthetic process [GO:0006782]
K9S7J2	K9S7J2	K9S7J2_9CYAN	unreviewed	Fructose-1,6-bisphosphate aldolase (FBP aldolase) (EC 4.1.2.13)	GEI7407_1229	Geitlerinema sp. PCC 7407	359	GO:0004332; GO:0006096; GO:0008270	fructose-bisphosphate aldolase activity [GO:0004332]; zinc ion binding [GO:0008270]; glycolytic process [GO:0006096]
K9SA05	K9SA05	K9SA05_9CYAN	unreviewed	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG GEI7407_2510	Geitlerinema sp. PCC 7407	401	GO:0004055; GO:0005524; GO:0005737; GO:0006526	cytoplasm [GO:0005737]; argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]
K9SA76	K9SA76	K9SA76_9CYAN	unreviewed	Phycobiliprotein ApcE	GEI7407_2361	Geitlerinema sp. PCC 7407	1131	GO:0015979; GO:0016829; GO:0018298; GO:0030089	phycobilisome [GO:0030089]; lyase activity [GO:0016829]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
K9SKJ9	K9SKJ9	K9SKJ9_9CYAN	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL Pse7367_2394	Pseudanabaena sp. PCC 7367	554	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
K9T5I6	K9T5I6	K9T5I6_9CYAN	unreviewed	Global nitrogen regulator NtcA, cyanobacterial	Ple7327_2383	Pleurocapsa sp. PCC 7327	225	GO:0003677; GO:0003700	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
K9TBE4	K9TBE4	K9TBE4_9CYAN	unreviewed	Secreted/surface protein with fasciclin-like repeats	Ple7327_4652	Pleurocapsa sp. PCC 7327	133		
K9TTJ3	K9TTJ3	K9TTJ3_CHRTP	unreviewed	30S ribosomal protein S11	rpsK rps11 Chro_0173	Chroococcidiopsis thermalis (strain PCC 7203)	130	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
K9TYR5	K9TYR5	K9TYR5_CHRTP	unreviewed	Uncharacterized protein	Chro_2494	Chroococcidiopsis thermalis (strain PCC 7203)	172		
K9UBK8	K9UBK8	K9UBK8_CHAP6	unreviewed	Phycobiliprotein ApcE	Cha6605_0747	Chamaesiphon minutus (strain ATCC 27169 / PCC 6605)	1104	GO:0015979; GO:0016829; GO:0018298; GO:0030089	phycobilisome [GO:0030089]; lyase activity [GO:0016829]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
K9UGN6	K9UGN6	K9UGN6_CHAP6	unreviewed	ATP-dependent Clp protease proteolytic subunit	Cha6605_2963	Chamaesiphon minutus (strain ATCC 27169 / PCC 6605)	223	GO:0004176; GO:0004252	ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]
K9UJ19	K9UJ19	K9UJ19_CHAP6	unreviewed	Allophycocyanin alpha subunit apoprotein	Cha6605_3804	Chamaesiphon minutus (strain ATCC 27169 / PCC 6605)	161	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
K9UJG3	K9UJG3	K9UJG3_CHAP6	unreviewed	Translation initiation factor IF-2	infB Cha6605_3618	Chamaesiphon minutus (strain ATCC 27169 / PCC 6605)	1033	GO:0003743; GO:0003924; GO:0005525; GO:0005737	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation initiation factor activity [GO:0003743]
K9UJH0	K9UJH0	K9UJH0_CHAP6	unreviewed	Putative S-layer protein	Cha6605_3332	Chamaesiphon minutus (strain ATCC 27169 / PCC 6605)	574		
K9UKY8	K9UKY8	K9UKY8_CHAP6	unreviewed	Uncharacterized protein	Cha6605_4181	Chamaesiphon minutus (strain ATCC 27169 / PCC 6605)	117		
K9UMB4	K9UMB4	K9UMB4_CHAP6	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL Cha6605_4860	Chamaesiphon minutus (strain ATCC 27169 / PCC 6605)	558	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
K9UXN4	K9UXN4	K9UXN4_9CYAN	unreviewed	Phycocyanin	Cal6303_1570	Calothrix sp. PCC 6303	161	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
K9V532	K9V532	K9V532_9CYAN	unreviewed	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase (FBPase class 2/SBPase) (EC 3.1.3.11) (EC 3.1.3.37)	Cal6303_3597	Calothrix sp. PCC 6303	345	GO:0006071; GO:0006094; GO:0019253; GO:0042132; GO:0046872; GO:0050278	fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; metal ion binding [GO:0046872]; sedoheptulose-bisphosphatase activity [GO:0050278]; gluconeogenesis [GO:0006094]; glycerol metabolic process [GO:0006071]; reductive pentose-phosphate cycle [GO:0019253]
K9VBU1	K9VBU1	K9VBU1_9CYAN	unreviewed	30S ribosomal protein S7	rpsG rps7 Osc7112_0066	Oscillatoria nigro-viridis PCC 7112	156	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
K9VCF3	K9VCF3	K9VCF3_9CYAN	unreviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES Osc7112_0586	Oscillatoria nigro-viridis PCC 7112	103	GO:0005524; GO:0005737; GO:0006457; GO:0016887	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding [GO:0006457]
K9VEQ2	K9VEQ2	K9VEQ2_9CYAN	unreviewed	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	ilvC Osc7112_2084	Oscillatoria nigro-viridis PCC 7112	332	GO:0000287; GO:0004455; GO:0009097; GO:0009099; GO:0016853; GO:0050661	isomerase activity [GO:0016853]; ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]
K9VEZ1	K9VEZ1	K9VEZ1_9CYAN	unreviewed	Cyanobacterial porin	Osc7112_1546	Oscillatoria nigro-viridis PCC 7112	690	GO:0008643; GO:0015288; GO:0016021	integral component of membrane [GO:0016021]; porin activity [GO:0015288]; carbohydrate transport [GO:0008643]
