"","Protein.Group","Accession","Description","probe_name","n_spec","codes"
"13088",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","K3",0,1689867
"13089",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","K4",5,1689867
"13090",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","K5",0,1689867
"13091",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","B1",0,2169400
"13092",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","B2",0,2169400
"13093",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","B3",0,2169400
"13094",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","B4",0,2169400
"13095",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","B5",0,2169400
"13096",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","B6",0,2169400
"13097",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","K1",0,2169400
"13098",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","K2",0,2169400
"13099",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","K3",0,2169400
"13100",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","K4",5,2169400
"13101",2947,"tr|A0A2S0UJD7|A0A2S0UJD7_9RHOB","Sugar ABC transporter substrate-binding protein OS=Gemmobacter sp. HYN0069 OX=2169400 GN=HYN69_04770 PE=3 SV=1","K5",0,2169400
"13102",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","B1",0,665467
"13103",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","B2",0,665467
"13104",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","B3",0,665467
"13105",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","B4",0,665467
"13106",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","B5",0,665467
"13107",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","B6",0,665467
"13108",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","K1",0,665467
"13109",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","K2",0,665467
"13110",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","K3",0,665467
"13111",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","K4",5,665467
"13112",2947,"tr|A0A1G6A8I5|A0A1G6A8I5_9RHIZ","Carbohydrate ABC transporter substrate-binding protein  CUT1 family OS=Bauldia litoralis OX=665467 GN=SAMN02982931_00304 PE=3 SV=1","K5",0,665467
"13113",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","B1",0,1871066
"13114",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","B2",0,1871066
"13115",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","B3",0,1871066
"13116",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","B4",0,1871066
"13117",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","B5",0,1871066
"13118",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","B6",0,1871066
"13119",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","K1",0,1871066
"13120",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","K2",0,1871066
"13121",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","K3",0,1871066
"13122",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","K4",5,1871066
"13123",2947,"tr|A0A531ZWJ9|A0A531ZWJ9_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5V75_02915 PE=4 SV=1","K5",0,1871066
"13124",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","B1",0,2496750
"13125",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","B2",0,2496750
"13126",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","B3",0,2496750
"13127",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","B4",0,2496750
"13128",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","B5",0,2496750
"13129",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","B6",0,2496750
"13130",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","K1",0,2496750
"13131",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","K2",0,2496750
"13132",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","K3",0,2496750
"13133",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","K4",5,2496750
"13134",2947,"tr|A0A434WB87|A0A434WB87_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.063.01.1.1 OX=2496750 GN=EOA29_18130 PE=4 SV=1","K5",0,2496750
"13135",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","B1",0,1871066
"13136",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","B2",0,1871066
"13137",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","B3",0,1871066
"13138",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","B4",0,1871066
"13139",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","B5",0,1871066
"13140",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","B6",0,1871066
"13141",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","K1",0,1871066
"13142",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","K2",0,1871066
"13143",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","K3",0,1871066
"13144",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","K4",5,1871066
"13145",2947,"tr|A0A439GIP1|A0A439GIP1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=E5W96_24035 PE=4 SV=1","K5",0,1871066
"13146",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","B1",0,2493672
"13147",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","B2",0,2493672
"13148",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","B3",0,2493672
"13149",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","B4",0,2493672
"13150",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","B5",0,2493672
"13151",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","B6",0,2493672
"13152",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","K1",0,2493672
"13153",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","K2",0,2493672
"13154",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","K3",0,2493672
"13155",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","K4",5,2493672
"13156",2947,"tr|A0A3S9CLB3|A0A3S9CLB3_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 OX=2493672 GN=EJ070_23960 PE=4 SV=1","K5",0,2493672
"13157",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","B1",0,1871066
"13158",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","B2",0,1871066
"13159",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","B3",0,1871066
"13160",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","B4",0,1871066
"13161",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","B5",0,1871066
"13162",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","B6",0,1871066
"13163",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","K1",0,1871066
"13164",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","K2",0,1871066
"13165",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","K3",0,1871066
"13166",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","K4",5,1871066
"13167",2947,"tr|A0A439MWB5|A0A439MWB5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOQ47_26600 PE=4 SV=1","K5",0,1871066
"13168",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","B1",0,2563902
"13169",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","B2",0,2563902
"13170",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","B3",0,2563902
"13171",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","B4",0,2563902
"13172",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","B5",0,2563902
"13173",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","B6",0,2563902
"13174",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","K1",0,2563902
"13175",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","K2",0,2563902
"13176",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","K3",0,2563902
"13177",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","K4",5,2563902
"13178",2947,"tr|A0A4S0ZL25|A0A4S0ZL25_9BACT","Sugar ABC transporter substrate-binding protein OS=bacterium M00.F.Ca.ET.156.01.1.1 OX=2563902 GN=EN799_43885 PE=4 SV=1","K5",0,2563902
"13179",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","B1",0,2500531
"13180",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","B2",0,2500531
"13181",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","B3",0,2500531
"13182",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","B4",0,2500531
"13183",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","B5",0,2500531
"13184",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","B6",0,2500531
"13185",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","K1",0,2500531
"13186",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","K2",0,2500531
"13187",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","K3",0,2500531
"13188",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","K4",5,2500531
"13189",2947,"tr|A0A5F2GBZ1|A0A5F2GBZ1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1 OX=2500531 GN=EN863_061405 PE=4 SV=1","K5",0,2500531
"13190",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","B1",0,1904441
"13191",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","B2",0,1904441
"13192",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","B3",0,1904441
"13193",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","B4",0,1904441
"13194",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","B5",0,1904441
"13195",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","B6",0,1904441
"13196",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","K1",0,1904441
"13197",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","K2",0,1904441
"13198",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","K3",0,1904441
"13199",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","K4",5,1904441
"13200",2947,"tr|A0A7C2IGT0|A0A7C2IGT0_9RHOB","Extracellular solute-binding protein OS=Rhodobacteraceae bacterium OX=1904441 GN=ENQ98_05400 PE=3 SV=1","K5",0,1904441
"13201",2947,"tr|A0A442BBK6|A0A442BBK6_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOR60_14215 PE=4 SV=1","B1",0,1871066
"13202",2947,"tr|A0A442BBK6|A0A442BBK6_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOR60_14215 PE=4 SV=1","B2",0,1871066
"13203",2947,"tr|A0A442BBK6|A0A442BBK6_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOR60_14215 PE=4 SV=1","B3",0,1871066
"13204",2947,"tr|A0A442BBK6|A0A442BBK6_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOR60_14215 PE=4 SV=1","B4",0,1871066
"13205",2947,"tr|A0A442BBK6|A0A442BBK6_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOR60_14215 PE=4 SV=1","B5",0,1871066
"13206",2947,"tr|A0A442BBK6|A0A442BBK6_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOR60_14215 PE=4 SV=1","B6",0,1871066
"13207",2947,"tr|A0A442BBK6|A0A442BBK6_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOR60_14215 PE=4 SV=1","K1",0,1871066
"13208",2947,"tr|A0A442BBK6|A0A442BBK6_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Mesorhizobium sp. OX=1871066 GN=EOR60_14215 PE=4 SV=1","K2",0,1871066
