"","Accession","n","Protein.Group","Description","codes","K2","K4","B1","B2","B3","B5","B6","K3","K5","B4","K1"
"752","tr|A0A7G7SBY3|A0A7G7SBY3_9XANT",8,1239,"Fasciclin OS=Xanthomonas sp. SI OX=2724123 GN=HEP75_03721 PE=4 SV=1",2724123,2,2,5,4,4,3,2,NA,NA,5,NA
"753","tr|A0A7G8BGG4|A0A7G8BGG4_9BACT",4,1381,"Cold-shock protein OS=Acidobacterium sp. 4Y35 OX=2763107 GN=H7849_21625 PE=4 SV=1",2763107,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"754","tr|A0A7G8VV73|A0A7G8VV73_9BURK",7,545,"OmpA family protein OS=Variovorax sp. PAMC28562 OX=2762323 GN=H7F36_12200 PE=4 SV=1",2762323,NA,NA,2,3,6,5,28,2,NA,11,NA
"755","tr|A0A7G8VYV3|A0A7G8VYV3_9BURK",6,723,"Fasciclin domain-containing protein OS=Variovorax sp. PAMC28562 OX=2762323 GN=H7F36_19635 PE=4 SV=1",2762323,7,11,4,NA,2,NA,5,13,NA,NA,NA
"756","tr|A0A7G8VZN1|A0A7G8VZN1_9BURK",4,1733,"Phasin family protein OS=Variovorax sp. PAMC28562 OX=2762323 GN=H7F36_21235 PE=4 SV=1",2762323,NA,2,NA,NA,2,NA,8,NA,NA,6,NA
"757","tr|A0A7G8W4X9|A0A7G8W4X9_9BURK",6,119,"Porin OS=Variovorax sp. PAMC28562 OX=2762323 GN=H7F36_09650 PE=4 SV=1",2762323,NA,NA,13,10,18,28,71,NA,NA,57,NA
"758","tr|A0A7G8WTR2|A0A7G8WTR2_9ACTN",5,2090,"Bifunctional YncE family protein/alkaline phosphatase family protein OS=Nakamurella sp. PAMC28650 OX=2762325 GN=H7F38_13820 PE=4 SV=1",2762325,NA,NA,2,NA,2,2,2,NA,NA,4,NA
"759","tr|A0A7I0EGR3|A0A7I0EGR3_9MICO",8,1380,"Glycerol kinase OS=Cryobacterium sp. TmT3-12 OX=1259266 GN=glpK PE=3 SV=1",1259266,3,2,2,4,3,2,4,4,NA,NA,NA
"760","tr|A0A7K0MUL7|A0A7K0MUL7_9ACTN",3,2150,"Fasciclin domain-containing protein OS=Actinobacteria bacterium OX=1883427 GN=F2723_01865 PE=4 SV=1",1883427,5,6,NA,NA,NA,NA,NA,NA,2,NA,NA
"761","tr|A0A7K1TH14|A0A7K1TH14_9BACT",3,1910,"SusC/RagA family TonB-linked outer membrane protein OS=Hymenobacter sp. HMF4947 OX=2682976 GN=GO988_14855 PE=4 SV=1",2682976,NA,NA,NA,NA,NA,4,6,NA,NA,4,NA
"762","tr|A0A7L5ABF4|A0A7L5ABF4_9BACT",4,1381,"Cold-shock protein OS=Granulicella sp. WH15 OX=2602070 GN=FTO74_15585 PE=4 SV=1",2602070,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"763","tr|A0YYK0|A0YYK0_LYNSP",2,1487,"10 kDa chaperonin OS=Lyngbya sp. (strain PCC 8106) OX=313612 GN=groS PE=3 SV=1",313612,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","tr|A3IQ24|A3IQ24_9CHRO",4,2059,"Translation initiation factor IF-1 OS=Crocosphaera chwakensis CCY0110 OX=391612 GN=infA PE=3 SV=1",391612,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"765","tr|A3IWW6|A3IWW6_9CHRO",2,2756,"Global nitrogen regulator OS=Crocosphaera chwakensis CCY0110 OX=391612 GN=CY0110_23036 PE=4 SV=1",391612,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"766","tr|A7S8I3|A7S8I3_NEMVE",2,1198,"Tubulin beta chain OS=Nematostella vectensis OX=45351 GN=v1g167737 PE=3 SV=1",45351,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","tr|A8YIV7|A8YIV7_MICAE",2,2756,"NtcA OS=Microcystis aeruginosa PCC 7806 OX=267872 GN=ntcA PE=4 SV=1",267872,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"768","tr|A8YJM7|A8YJM7_MICAE",2,2117,"CpcB protein OS=Microcystis aeruginosa PCC 7806 OX=267872 GN=cpcB PE=3 SV=1",267872,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","tr|B4WFW9|B4WFW9_SYNS7",3,2018,"Uncharacterized protein OS=Synechococcus sp. (strain ATCC 29403 / PCC 7335) OX=91464 GN=S7335_1634 PE=4 SV=1",91464,2,NA,NA,5,4,NA,NA,NA,NA,NA,NA
"770","tr|B7JZ13|B7JZ13_RIPO1",2,2756,"Transcriptional regulator  Crp/Fnr family OS=Rippkaea orientalis (strain PCC 8801) OX=41431 GN=PCC8801_2058 PE=4 SV=1",41431,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"771","tr|B9A0N9|B9A0N9_SYNP6",9,354,"60 kDa chaperonin (Fragment) OS=Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) OX=269084 GN=groEL PE=3 SV=1",269084,28,28,3,4,4,4,3,8,7,NA,NA
"772","tr|C6PUX4|C6PUX4_9CLOT",2,2864,"Putative regulatory protein CcarbDRAFT_2591 OS=Clostridium carboxidivorans P7 OX=536227 GN=CcarbDRAFT_2591 PE=3 SV=1",536227,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","tr|C7JEV4|C7JEV4_ACEP3",5,1327,"Outer membrane protein OmpA OS=Acetobacter pasteurianus (strain NBRC 3283 / LMG 1513 / CCTM 1153) OX=634452 GN=ompA PE=4 SV=1",634452,NA,NA,3,4,8,4,6,NA,NA,NA,NA
"774","tr|D3EQH2|D3EQH2_ATETH",4,2059,"Translation initiation factor IF-1 OS=Atelocyanobacterium thalassa (isolate ALOHA) OX=1453429 GN=infA PE=3 SV=1",1453429,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"775","tr|D7DYQ8|D7DYQ8_NOSA0",2,623,"Phycocyanin OS=Nostoc azollae (strain 0708) OX=551115 GN=Aazo_0296 PE=3 SV=1",551115,24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","tr|D8G191|D8G191_9CYAN",3,2294,"D-3-phosphoglycerate dehydrogenase OS=Kamptonema sp. PCC 6506 OX=272129 GN=OSCI_3000034 PE=3 SV=1",272129,4,5,NA,NA,NA,NA,NA,2,NA,NA,NA
"777","tr|D8THW4|D8THW4_VOLCA",2,2798,"Elongation factor Tu  chloroplastic OS=Volvox carteri f. nagariensis OX=3068 GN=eif1A1 PE=3 SV=1",3068,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"778","tr|D8TNN3|D8TNN3_VOLCA",2,2798,"Elongation factor Tu  chloroplastic OS=Volvox carteri f. nagariensis OX=3068 GN=eef1 PE=3 SV=1",3068,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"779","tr|E0UJB3|E0UJB3_GLOV7",4,2059,"Translation initiation factor IF-1 OS=Gloeothece verrucosa (strain PCC 7822) OX=497965 GN=infA PE=3 SV=1",497965,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"780","tr|E6PX36|E6PX36_9ZZZZ",4,1381,"Cold shock  CspA OS=mine drainage metagenome OX=410659 GN=cspC PE=4 SV=1",410659,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"781","tr|E8WVB2|E8WVB2_GRATM",4,1161,"Uncharacterized protein OS=Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9) OX=1198114 GN=AciX9_0213 PE=4 SV=1",1198114,NA,NA,6,2,NA,7,12,NA,NA,NA,NA
"782","tr|E8WVD9|E8WVD9_GRATM",7,383,"60 kDa chaperonin OS=Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9) OX=1198114 GN=groL PE=3 SV=1",1198114,NA,2,18,12,18,4,25,NA,NA,4,NA
"783","tr|E8WXW5|E8WXW5_GRATM",4,1381,"Cold-shock DNA-binding domain protein OS=Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9) OX=1198114 GN=AciX9_2787 PE=4 SV=1",1198114,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"784","tr|E8WYS0|E8WYS0_GRATM",4,1805,"Phosphate-binding protein OS=Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9) OX=1198114 GN=AciX9_1708 PE=3 SV=1",1198114,NA,NA,7,NA,2,5,2,NA,NA,NA,NA
"785","tr|E8X3Q6|E8X3Q6_GRATM",2,3024,"TonB-dependent receptor plug OS=Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9) OX=1198114 GN=AciX9_2296 PE=4 SV=1",1198114,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA
"786","tr|E8X7I1|E8X7I1_GRATM",6,901,"Cna B domain protein OS=Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9) OX=1198114 GN=AciX9_4469 PE=4 SV=1",1198114,NA,NA,8,2,3,10,7,NA,NA,6,NA
"787","tr|F1YT78|F1YT78_9PROT",5,1327,"Outer membrane protein OS=Acetobacter pomorum DM001 OX=945681 GN=yiaD PE=4 SV=1",945681,NA,NA,3,4,8,4,6,NA,NA,NA,NA
"788","tr|F5UB17|F5UB17_9CYAN",2,2803,"Potassium-transporting ATPase ATP-binding subunit OS=Microcoleus vaginatus FGP-2 OX=756067 GN=kdpB PE=3 SV=1",756067,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA
"789","tr|F5UCR3|F5UCR3_9CYAN",8,343,"ATP synthase subunit alpha OS=Microcoleus vaginatus FGP-2 OX=756067 GN=atpA PE=3 SV=1",756067,29,8,5,9,8,7,6,22,NA,NA,NA
"790","tr|F5UCS9|F5UCS9_9CYAN",3,1142,"Two component transcriptional regulator  winged helix family OS=Microcoleus vaginatus FGP-2 OX=756067 GN=MicvaDRAFT_3963 PE=4 SV=1",756067,8,12,NA,9,NA,NA,NA,NA,NA,NA,NA
"791","tr|F5UED8|F5UED8_9CYAN",2,3179,"Glutaredoxin domain protein region OS=Microcoleus vaginatus FGP-2 OX=756067 GN=MicvaDRAFT_1970 PE=4 SV=1",756067,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"792","tr|F5UG82|F5UG82_9CYAN",4,1515,"DNA-directed RNA polymerase subunit beta' OS=Microcoleus vaginatus FGP-2 OX=756067 GN=rpoC2 PE=3 SV=1",756067,7,5,NA,7,2,NA,NA,NA,NA,NA,NA
"793","tr|F5UHU1|F5UHU1_9CYAN",3,2032,"50S ribosomal subunit assembly factor BipA OS=Microcoleus vaginatus FGP-2 OX=756067 GN=bipA PE=3 SV=1",756067,5,2,NA,NA,NA,NA,NA,7,NA,NA,NA
"794","tr|F5UK64|F5UK64_9CYAN",2,1623,"Uncharacterized protein OS=Microcoleus vaginatus FGP-2 OX=756067 GN=MicvaDRAFT_2491 PE=4 SV=1",756067,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","tr|F5UM86|F5UM86_9CYAN",4,505,"Microcompartments protein OS=Microcoleus vaginatus FGP-2 OX=756067 GN=MicvaDRAFT_0633 PE=3 SV=1",756067,21,13,NA,NA,3,NA,NA,20,NA,NA,NA
"796","tr|F5UMC9|F5UMC9_9CYAN",4,1280,"30S ribosomal protein S9 OS=Microcoleus vaginatus FGP-2 OX=756067 GN=rpsI PE=3 SV=1",756067,6,3,2,NA,NA,NA,NA,13,NA,NA,NA
"797","tr|F5UP33|F5UP33_9CYAN",4,1543,"Photosystem II CP47 reaction center protein OS=Microcoleus vaginatus FGP-2 OX=756067 GN=psbB PE=3 SV=1",756067,6,NA,NA,5,4,NA,NA,2,NA,NA,NA
"798","tr|F7VEG3|F7VEG3_9PROT",5,1327,"Outer membrane protein OmpA OS=Acetobacter tropicalis NBRC 101654 OX=749388 GN=ATPR_1762 PE=4 SV=1",749388,NA,NA,3,4,8,4,6,NA,NA,NA,NA
"799","tr|G5JCS8|G5JCS8_CROWT",2,2756,"Global nitrogen regulatory protein OS=Crocosphaera watsonii WH 0003 OX=423471 GN=CWATWH0003_5228 PE=4 SV=1",423471,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"800","tr|G6FTS0|G6FTS0_9CYAN",3,1249,"DNA-directed RNA polymerase subunit gamma OS=Fischerella thermalis OX=372787 GN=rpoC1 PE=3 SV=1",372787,10,8,NA,6,NA,NA,NA,NA,NA,NA,NA
"801","tr|G6FXP5|G6FXP5_9CYAN",3,1142,"Two component transcriptional regulator  winged helix family OS=Fischerella thermalis OX=372787 GN=FJSC11DRAFT_3644 PE=4 SV=1",372787,8,12,NA,9,NA,NA,NA,NA,NA,NA,NA
"802","tr|G8NVA5|G8NVA5_GRAMM",4,1381,"Cold-shock DNA-binding domain protein OS=Granulicella mallensis (strain ATCC BAA-1857 / DSM 23137 / MP5ACTX8) OX=682795 GN=AciX8_1047 PE=4 SV=1",682795,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"803","tr|I4CVR8|I4CVR8_PSEST",2,2753,"DNA-binding stress protein OS=Pseudomonas stutzeri CCUG 29243 OX=1196835 GN=A458_14730 PE=3 SV=1",1196835,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","tr|I4FM80|I4FM80_MICAE",2,2117,"C-phycocyanin beta chain OS=Microcystis aeruginosa PCC 9717 OX=1160286 GN=cpcB PE=3 SV=1",1160286,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","tr|I4G9Z5|I4G9Z5_MICAE",2,2117,"C-phycocyanin beta chain OS=Microcystis aeruginosa PCC 9443 OX=1160281 GN=cpcB PE=3 SV=1",1160281,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","tr|I4GDM5|I4GDM5_MICAE",2,2117,"C-phycocyanin beta chain OS=Microcystis aeruginosa PCC 7941 OX=213618 GN=cpcB PE=3 SV=1",213618,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","tr|I4H4C4|I4H4C4_MICAE",4,2059,"Translation initiation factor IF-1 OS=Microcystis aeruginosa PCC 9807 OX=1160283 GN=infA PE=3 SV=1",1160283,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"808","tr|I4HAS2|I4HAS2_MICAE",2,2117,"C-phycocyanin beta chain OS=Microcystis aeruginosa PCC 9807 OX=1160283 GN=cpcB PE=3 SV=1",1160283,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","tr|I4HMM0|I4HMM0_MICAE",4,2059,"Translation initiation factor IF-1 OS=Microcystis aeruginosa PCC 9808 OX=1160284 GN=infA PE=3 SV=1",1160284,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"810","tr|I4HRL4|I4HRL4_MICAE",2,2117,"C-phycocyanin beta chain OS=Microcystis aeruginosa PCC 9808 OX=1160284 GN=cpcB PE=3 SV=1",1160284,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","tr|I4I9W3|I4I9W3_9CHRO",2,2756,"Global nitrogen regulator OS=Microcystis sp. T1-4 OX=1160279 GN=ntcA PE=4 SV=1",1160279,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"812","tr|I4IHM5|I4IHM5_9CHRO",2,2117,"C-phycocyanin beta chain OS=Microcystis sp. T1-4 OX=1160279 GN=cpcB PE=3 SV=1",1160279,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","tr|J2LE96|J2LE96_9SPHN",3,2608,"Outer membrane receptor for ferrienterochelin and colicins OS=Sphingobium sp. AP49 OX=1144307 GN=PMI04_00651 PE=3 SV=1",1144307,NA,NA,NA,NA,NA,2,3,NA,NA,3,NA
"814","tr|J9H4V8|J9H4V8_9ACTN",4,1689,"Cold shock protein OS=actinobacterium SCGC AAA027-L06 OX=913338 GN=A27L6_002700000140 PE=4 SV=1",913338,NA,NA,2,NA,NA,6,5,NA,NA,6,NA
"815","tr|J9RBL9|J9RBL9_ADIRI",2,834,"Tubulin alpha chain (Fragment) OS=Adineta ricciae OX=249248 PE=3 SV=1",249248,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","tr|J9RBR4|J9RBR4_ADIVA",2,834,"Tubulin alpha chain (Fragment) OS=Adineta vaga OX=104782 PE=3 SV=1",104782,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","tr|K7W689|K7W689_9NOST",4,1101,"Carbon dioxide concentrating mechanism protein OS=Anabaena sp. 90 OX=46234 GN=ccmK PE=3 SV=1",46234,9,10,NA,5,3,NA,NA,NA,NA,NA,NA
"818","tr|K9PTV1|K9PTV1_9CYAN",2,2435,"Uncharacterized protein OS=Calothrix sp. PCC 7507 OX=99598 GN=Cal7507_5659 PE=4 SV=1",99598,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA
"819","tr|K9RJ43|K9RJ43_9CYAN",11,228,"Secreted/surface protein with fasciclin-like repeats OS=Rivularia sp. PCC 7116 OX=373994 GN=Riv7116_5095 PE=4 SV=1",373994,12,12,14,12,22,13,8,14,4,8,7
"820","tr|K9RNQ0|K9RNQ0_SYNP3",3,2018,"Uncharacterized protein OS=Synechococcus sp. (strain ATCC 27167 / PCC 6312) OX=195253 GN=Syn6312_0347 PE=4 SV=1",195253,2,NA,NA,5,4,NA,NA,NA,NA,NA,NA
"821","tr|K9S568|K9S568_9CYAN",4,2059,"Translation initiation factor IF-1 OS=Geitlerinema sp. PCC 7407 OX=1173025 GN=infA PE=3 SV=1",1173025,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"822","tr|K9SA05|K9SA05_9CYAN",2,2760,"Argininosuccinate synthase OS=Geitlerinema sp. PCC 7407 OX=1173025 GN=argG PE=3 SV=1",1173025,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"823","tr|K9T5H0|K9T5H0_9CYAN",2,2318,"NADPH-protochlorophyllide oxidoreductase OS=Pleurocapsa sp. PCC 7327 OX=118163 GN=Ple7327_2034 PE=3 SV=1",118163,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","tr|K9T5I6|K9T5I6_9CYAN",2,2756,"Global nitrogen regulator NtcA  cyanobacterial OS=Pleurocapsa sp. PCC 7327 OX=118163 GN=Ple7327_2383 PE=4 SV=1",118163,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"825","tr|K9TBE4|K9TBE4_9CYAN",11,189,"Secreted/surface protein with fasciclin-like repeats OS=Pleurocapsa sp. PCC 7327 OX=118163 GN=Ple7327_4652 PE=4 SV=1",118163,11,13,19,21,29,16,9,6,4,8,7
"826","tr|K9TTH5|K9TTH5_CHRTP",2,2577,"Allophycocyanin alpha-B subunit apoprotein OS=Chroococcidiopsis thermalis (strain PCC 7203) OX=251229 GN=Chro_0290 PE=3 SV=1",251229,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","tr|K9U210|K9U210_CHRTP",3,338,"Phycocyanin OS=Chroococcidiopsis thermalis (strain PCC 7203) OX=251229 GN=Chro_3401 PE=3 SV=1",251229,46,37,NA,NA,NA,NA,NA,NA,13,NA,NA
"828","tr|K9U8R2|K9U8R2_CHAP6",3,2398,"SpoVT-AbrB domain-containing protein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_0166 PE=4 SV=1",1173020,3,4,NA,NA,NA,NA,NA,NA,2,NA,NA
"829","tr|K9UCY3|K9UCY3_CHAP6",4,1996,"Carbohydrate-selective porin  OprB family OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_0807 PE=3 SV=1",1173020,2,6,NA,NA,NA,NA,NA,NA,2,NA,3
"830","tr|K9UGN6|K9UGN6_CHAP6",4,1878,"ATP-dependent Clp protease proteolytic subunit OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_2963 PE=3 SV=1",1173020,4,4,NA,3,3,NA,NA,NA,NA,NA,NA
"831","tr|K9UJ19|K9UJ19_CHAP6",6,292,"Allophycocyanin alpha subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3804 PE=3 SV=1",1173020,35,45,NA,NA,2,3,NA,9,15,NA,NA
"832","tr|K9UK33|K9UK33_CHAP6",5,191,"Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1",1173020,59,45,NA,NA,NA,NA,NA,6,15,NA,24
"833","tr|K9UKE4|K9UKE4_CHAP6",2,2452,"Thioredoxin OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3698 PE=3 SV=1",1173020,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","tr|K9UKY8|K9UKY8_CHAP6",3,2018,"Uncharacterized protein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_4181 PE=4 SV=1",1173020,2,NA,NA,5,4,NA,NA,NA,NA,NA,NA
"835","tr|K9UMB4|K9UMB4_CHAP6",8,550,"60 kDa chaperonin OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=groL PE=3 SV=1",1173020,12,26,NA,5,4,2,2,NA,2,NA,2
"836","tr|K9UN03|K9UN03_CHAP6",2,2352,"SpoVT-AbrB domain-containing protein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_5158 PE=4 SV=1",1173020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"837","tr|K9V0X4|K9V0X4_9CYAN",2,2435,"Uncharacterized protein OS=Calothrix sp. PCC 6303 OX=1170562 GN=Cal6303_2364 PE=4 SV=1",1170562,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA
"838","tr|K9V9U7|K9V9U7_9CYAN",2,1917,"Glutamine synthetase I beta OS=Calothrix sp. PCC 6303 OX=1170562 GN=Cal6303_5132 PE=3 SV=1",1170562,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","tr|K9VEZ1|K9VEZ1_9CYAN",9,389,"Cyanobacterial porin OS=Oscillatoria nigro-viridis PCC 7112 OX=179408 GN=Osc7112_1546 PE=3 SV=1",179408,7,6,9,8,12,8,7,15,2,NA,NA
"840","tr|K9VGJ0|K9VGJ0_9CYAN",2,2803,"Potassium-transporting ATPase ATP-binding subunit OS=Oscillatoria nigro-viridis PCC 7112 OX=179408 GN=kdpB PE=3 SV=1",179408,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA
"841","tr|K9VI22|K9VI22_9CYAN",5,694,"Polyribonucleotide nucleotidyltransferase OS=Oscillatoria nigro-viridis PCC 7112 OX=179408 GN=pnp PE=3 SV=1",179408,14,12,2,3,NA,NA,NA,15,NA,NA,NA
"842","tr|K9VMX0|K9VMX0_9CYAN",2,2012,"Phosphoglucosamine mutase OS=Oscillatoria nigro-viridis PCC 7112 OX=179408 GN=Osc7112_4222 PE=3 SV=1",179408,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","tr|K9VPE0|K9VPE0_9CYAN",4,1515,"DNA-directed RNA polymerase subunit beta' OS=Oscillatoria nigro-viridis PCC 7112 OX=179408 GN=rpoC2 PE=3 SV=1",179408,7,5,NA,7,2,NA,NA,NA,NA,NA,NA
"844","tr|K9VPJ4|K9VPJ4_9CYAN",4,505,"Microcompartments protein OS=Oscillatoria nigro-viridis PCC 7112 OX=179408 GN=Osc7112_5168 PE=3 SV=1",179408,21,13,NA,NA,3,NA,NA,20,NA,NA,NA
"845","tr|K9VQM4|K9VQM4_9CYAN",4,1280,"30S ribosomal protein S9 OS=Oscillatoria nigro-viridis PCC 7112 OX=179408 GN=rpsI PE=3 SV=1",179408,6,3,2,NA,NA,NA,NA,13,NA,NA,NA
"846","tr|K9VSN3|K9VSN3_9CYAN",2,1675,"Orange carotenoid-binding protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0045 PE=3 SV=1",1173022,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","tr|K9VTC0|K9VTC0_9CYAN",10,351,"ATPase AAA-2 domain protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0177 PE=3 SV=1",1173022,33,15,2,10,6,2,2,3,8,NA,10
"848","tr|K9VUT6|K9VUT6_9CYAN",2,2110,"Orange carotenoid-binding protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0797 PE=3 SV=1",1173022,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","tr|K9VVC5|K9VVC5_9CYAN",3,954,"Ferritin Dps family protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0110 PE=3 SV=1",1173022,12,15,NA,3,NA,NA,NA,NA,NA,NA,NA
"850","tr|K9VVF0|K9VVF0_9CYAN",3,1024,"Fructose-1 6-bisphosphate aldolase OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_1042 PE=3 SV=1",1173022,17,13,NA,2,NA,NA,NA,NA,NA,NA,NA
"851","tr|K9VVG4|K9VVG4_9CYAN",2,2909,"Uncharacterized protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_1179 PE=4 SV=1",1173022,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","tr|K9VWJ1|K9VWJ1_9CYAN",6,457,"60 kDa chaperonin OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=groL PE=3 SV=1",1173022,33,19,NA,5,4,2,2,NA,NA,NA,NA
"853","tr|K9VXC7|K9VXC7_9CYAN",2,1589,"Superoxide dismutase OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_1305 PE=3 SV=1",1173022,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","tr|K9VXH0|K9VXH0_9CYAN",3,1170,"10 kDa chaperonin OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=groS PE=3 SV=1",1173022,15,7,NA,NA,NA,NA,NA,NA,6,NA,NA
"855","tr|K9VXH7|K9VXH7_9CYAN",2,920,"Phycobiliprotein ApcE OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_1937 PE=3 SV=1",1173022,29,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","tr|K9VXL9|K9VXL9_9CYAN",2,1841,"D-3-phosphoglycerate dehydrogenase OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_1821 PE=3 SV=1",1173022,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","tr|K9VXM5|K9VXM5_9CYAN",3,2403,"Photosystem I reaction center subunit II OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_1826 PE=3 SV=1",1173022,3,NA,3,NA,2,NA,NA,NA,NA,NA,NA
"858","tr|K9VXV3|K9VXV3_9CYAN",2,2202,"Adenosylhomocysteinase OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=ahcY PE=3 SV=1",1173022,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","tr|K9VXY4|K9VXY4_9CYAN",7,504,"ATP synthase subunit alpha OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=atpA PE=3 SV=1",1173022,23,11,3,4,3,NA,5,11,NA,NA,NA
"860","tr|K9VY19|K9VY19_9CYAN",3,1978,"Translation initiation factor IF-2 OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=infB PE=3 SV=1",1173022,7,3,NA,NA,NA,NA,NA,2,NA,NA,NA
"861","tr|K9VY78|K9VY78_9CYAN",3,1732,"Enolase OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=eno PE=3 SV=1",1173022,7,8,NA,2,NA,NA,NA,NA,NA,NA,NA
